trial_type,correct,raw_response,test_image,bait_image,response_image,filler1,filler2,filler3,filler4,filler5
studied,0,5,exemplarA/377.jpg,exemplarB/0377.jpg,OBJECTSALL/1022.jpg,OBJECTSALL/1124.jpg,OBJECTSALL/1155.jpg,OBJECTSALL/0534.jpg,OBJECTSALL/1328.jpg,OBJECTSALL/1022.jpg
studied,0,6,exemplarA/285.jpg,exemplarB/0285.jpg,OBJECTSALL/0405.jpg,OBJECTSALL/0041.jpg,OBJECTSALL/1444.jpg,OBJECTSALL/0626.jpg,OBJECTSALL/1040.jpg,OBJECTSALL/0859.jpg
studied,0,5,exemplarB/043.jpg,exemplarA/43.jpg,OBJECTSALL/0537.jpg,OBJECTSALL/0126.jpg,OBJECTSALL/0488.jpg,OBJECTSALL/0546.jpg,OBJECTSALL/1140.jpg,OBJECTSALL/0537.jpg
studied,0,6,exemplarB/0197.jpg,exemplarA/197.jpg,OBJECTSALL/0015.jpg,OBJECTSALL/0442.jpg,OBJECTSALL/0160.jpg,OBJECTSALL/0783.jpg,OBJECTSALL/1257.jpg,OBJECTSALL/0283.jpg
studied,0,3,exemplarB/0317.jpg,exemplarA/317.jpg,OBJECTSALL/1764.jpg,OBJECTSALL/0946.jpg,OBJECTSALL/1748.jpg,OBJECTSALL/1764.jpg,OBJECTSALL/0917.jpg,OBJECTSALL/1428.jpg
studied,0,5,exemplarB/0212.jpg,exemplarA/212.jpg,OBJECTSALL/1267.jpg,OBJECTSALL/0297.jpg,OBJECTSALL/1620.jpg,OBJECTSALL/0774.jpg,OBJECTSALL/0586.jpg,OBJECTSALL/1267.jpg
studied,0,6,exemplarA/146.jpg,exemplarB/0146.jpg,OBJECTSALL/0821.jpg,OBJECTSALL/0236.jpg,OBJECTSALL/1227.jpg,OBJECTSALL/1268.jpg,OBJECTSALL/1133.jpg,OBJECTSALL/1145.jpg
studied,1,6,exemplarA/351.jpg,exemplarB/0351.jpg,exemplarA/351.jpg,OBJECTSALL/1365.jpg,OBJECTSALL/0302.jpg,OBJECTSALL/0833.jpg,OBJECTSALL/1087.jpg,OBJECTSALL/1387.jpg
studied,0,2,exemplarB/0241.jpg,exemplarA/241.jpg,OBJECTSALL/1306.jpg,OBJECTSALL/0642.jpg,OBJECTSALL/1306.jpg,OBJECTSALL/0884.jpg,OBJECTSALL/1723.jpg,OBJECTSALL/1512.jpg
studied,0,5,exemplarA/300.jpg,exemplarB/0300.jpg,OBJECTSALL/1606.jpg,OBJECTSALL/0562.jpg,OBJECTSALL/0838.jpg,OBJECTSALL/0676.jpg,OBJECTSALL/0912.jpg,OBJECTSALL/1606.jpg
studied,0,4,exemplarB/0109.jpg,exemplarA/109.jpg,OBJECTSALL/0179.jpg,OBJECTSALL/0737.jpg,OBJECTSALL/0856.jpg,OBJECTSALL/0715.jpg,OBJECTSALL/0179.jpg,OBJECTSALL/0738.jpg
studied,0,6,exemplarA/89.jpg,exemplarB/089.jpg,OBJECTSALL/1752.jpg,OBJECTSALL/0129.jpg,OBJECTSALL/0309.jpg,OBJECTSALL/0457.jpg,OBJECTSALL/1048.jpg,OBJECTSALL/1251.jpg
studied,0,4,exemplarA/188.jpg,exemplarB/0188.jpg,OBJECTSALL/1322.jpg,OBJECTSALL/1525.jpg,OBJECTSALL/0994.jpg,OBJECTSALL/1169.jpg,OBJECTSALL/1322.jpg,OBJECTSALL/1023.jpg
studied,0,5,exemplarB/0136.jpg,exemplarA/136.jpg,OBJECTSALL/1807.jpg,OBJECTSALL/0647.jpg,OBJECTSALL/0927.jpg,OBJECTSALL/1021.jpg,OBJECTSALL/0538.jpg,OBJECTSALL/1807.jpg
studied,1,5,exemplarA/255.jpg,exemplarB/0255.jpg,exemplarA/255.jpg,OBJECTSALL/0610.jpg,OBJECTSALL/1499.jpg,OBJECTSALL/1633.jpg,OBJECTSALL/0525.jpg,OBJECTSALL/0471.jpg
studied,1,1,exemplarA/181.jpg,exemplarB/0181.jpg,exemplarA/181.jpg,OBJECTSALL/1547.jpg,OBJECTSALL/0623.jpg,OBJECTSALL/0289.jpg,OBJECTSALL/1963.jpg,OBJECTSALL/0813.jpg
studied,1,4,exemplarB/0260.jpg,exemplarA/260.jpg,exemplarB/0260.jpg,OBJECTSALL/1223.jpg,OBJECTSALL/1757.jpg,OBJECTSALL/0678.jpg,OBJECTSALL/1809.jpg,OBJECTSALL/0726.jpg
studied,0,2,exemplarA/271.jpg,exemplarB/0271.jpg,OBJECTSALL/1508.jpg,OBJECTSALL/1168.jpg,OBJECTSALL/1508.jpg,OBJECTSALL/1166.jpg,OBJECTSALL/1011.jpg,OBJECTSALL/0038.jpg
studied,1,1,exemplarB/07.jpg,exemplarA/7.jpg,exemplarB/07.jpg,OBJECTSALL/1616.jpg,OBJECTSALL/0164.jpg,OBJECTSALL/0731.jpg,OBJECTSALL/1747.jpg,OBJECTSALL/1340.jpg
studied,0,1,exemplarB/020.jpg,exemplarA/20.jpg,OBJECTSALL/1254.jpg,OBJECTSALL/1254.jpg,OBJECTSALL/1245.jpg,OBJECTSALL/1671.jpg,OBJECTSALL/1091.jpg,OBJECTSALL/0925.jpg
