trial_type,correct,raw_response,test_image,bait_image,response_image,filler1,filler2,filler3,filler4,filler5
studied,0,4,exemplarA/43.jpg,exemplarB/043.jpg,OBJECTSALL/0619.jpg,OBJECTSALL/0969.jpg,OBJECTSALL/1531.jpg,OBJECTSALL/0721.jpg,OBJECTSALL/0619.jpg,OBJECTSALL/0342.jpg
studied,0,6,exemplarB/0287.jpg,exemplarA/287.jpg,OBJECTSALL/0875.jpg,OBJECTSALL/1550.jpg,OBJECTSALL/1406.jpg,OBJECTSALL/0652.jpg,OBJECTSALL/1273.jpg,OBJECTSALL/1394.jpg
studied,0,4,exemplarB/0304.jpg,exemplarA/304.jpg,OBJECTSALL/0311.jpg,OBJECTSALL/0212.jpg,OBJECTSALL/0574.jpg,OBJECTSALL/1681.jpg,OBJECTSALL/0311.jpg,OBJECTSALL/0653.jpg
studied,1,6,exemplarA/168.jpg,exemplarB/0168.jpg,exemplarA/168.jpg,OBJECTSALL/0114.jpg,OBJECTSALL/1235.jpg,OBJECTSALL/0883.jpg,OBJECTSALL/0957.jpg,OBJECTSALL/0317.jpg
studied,1,5,exemplarA/15.jpg,exemplarB/015.jpg,exemplarA/15.jpg,OBJECTSALL/1759.jpg,OBJECTSALL/1733.jpg,OBJECTSALL/0548.jpg,OBJECTSALL/1958.jpg,OBJECTSALL/0681.jpg
studied,0,2,exemplarB/0161.jpg,exemplarA/161.jpg,OBJECTSALL/0065.jpg,OBJECTSALL/0329.jpg,OBJECTSALL/0065.jpg,OBJECTSALL/0286.jpg,OBJECTSALL/0821.jpg,OBJECTSALL/1955.jpg
studied,0,2,exemplarA/191.jpg,exemplarB/0191.jpg,OBJECTSALL/1275.jpg,OBJECTSALL/0436.jpg,OBJECTSALL/1275.jpg,OBJECTSALL/0352.jpg,OBJECTSALL/1145.jpg,OBJECTSALL/1013.jpg
studied,0,5,exemplarA/175.jpg,exemplarB/0175.jpg,OBJECTSALL/0271.jpg,OBJECTSALL/1096.jpg,OBJECTSALL/1445.jpg,OBJECTSALL/0734.jpg,OBJECTSALL/1005.jpg,OBJECTSALL/0271.jpg
studied,0,5,exemplarA/341.jpeg,exemplarB/0341.jpg,OBJECTSALL/1725.jpg,OBJECTSALL/0890.jpg,OBJECTSALL/0504.jpg,OBJECTSALL/0942.jpg,OBJECTSALL/0642.jpg,OBJECTSALL/1725.jpg
studied,1,5,exemplarA/109.jpg,exemplarB/0109.jpg,exemplarA/109.jpg,OBJECTSALL/0806.jpg,OBJECTSALL/0374.jpg,OBJECTSALL/0363.jpg,OBJECTSALL/0384.jpg,OBJECTSALL/1366.jpg
