trial_type,correct,raw_response,test_image,bait_image,response_image,filler1,filler2,filler3,filler4,filler5
studied,1,5,exemplarA/66.jpg,exemplarB/066.jpg,exemplarA/66.jpg,OBJECTSALL/0704.jpg,OBJECTSALL/1666.jpg,OBJECTSALL/0381.jpg,OBJECTSALL/0788.jpg,OBJECTSALL/0598.jpg
studied,0,3,exemplarB/0233.jpg,exemplarA/233.jpg,OBJECTSALL/1473.jpg,OBJECTSALL/1808.jpg,OBJECTSALL/1889.jpg,OBJECTSALL/1473.jpg,OBJECTSALL/1248.jpg,OBJECTSALL/1657.jpg
studied,1,2,exemplarA/232.jpg,exemplarB/0232.jpg,exemplarA/232.jpg,OBJECTSALL/1281.jpg,OBJECTSALL/1556.jpg,OBJECTSALL/0002.jpg,OBJECTSALL/1823.jpg,OBJECTSALL/1299.jpg
studied,0,4,exemplarB/0240.jpg,exemplarA/240.jpg,OBJECTSALL/1917.jpg,OBJECTSALL/1352.jpg,OBJECTSALL/0947.jpg,OBJECTSALL/0333.jpg,OBJECTSALL/1917.jpg,OBJECTSALL/1026.jpg
studied,0,4,exemplarA/106.jpg,exemplarB/0106.jpg,OBJECTSALL/0913.jpg,OBJECTSALL/0230.jpg,OBJECTSALL/0854.jpg,OBJECTSALL/1007.jpg,OBJECTSALL/0913.jpg,OBJECTSALL/1343.jpg
studied,1,6,exemplarB/0172.jpg,exemplarA/172.jpg,exemplarB/0172.jpg,OBJECTSALL/0530.jpg,OBJECTSALL/1407.jpg,OBJECTSALL/1919.jpg,OBJECTSALL/0450.jpg,OBJECTSALL/1430.jpg
studied,0,5,exemplarB/0300.jpg,exemplarA/300.jpg,OBJECTSALL/1847.jpg,OBJECTSALL/0207.jpg,OBJECTSALL/0641.jpg,OBJECTSALL/0532.jpg,OBJECTSALL/1479.jpg,OBJECTSALL/1847.jpg
studied,0,3,exemplarA/68.jpg,exemplarB/068.jpg,OBJECTSALL/0689.jpg,OBJECTSALL/0705.jpg,OBJECTSALL/1665.jpg,OBJECTSALL/0689.jpg,OBJECTSALL/1838.jpg,OBJECTSALL/0037.jpg
studied,1,3,exemplarA/226.jpg,exemplarB/0226.jpg,exemplarA/226.jpg,OBJECTSALL/0838.jpg,OBJECTSALL/0844.jpg,OBJECTSALL/1688.jpg,OBJECTSALL/0041.jpg,OBJECTSALL/1184.jpg
studied,0,1,exemplarB/0301.jpg,exemplarA/301.jpg,OBJECTSALL/0328.jpg,OBJECTSALL/0328.jpg,OBJECTSALL/1737.jpg,OBJECTSALL/0224.jpg,OBJECTSALL/1960.jpg,OBJECTSALL/0318.jpg
