trial_type,correct,raw_response,test_image,bait_image,lr_response,response_image,filler1,filler2,filler3,filler4,filler5
flipped,1,2,exemplarB/074.jpg,exemplarA/74.jpg,f_n,exemplarB/074.jpg,OBJECTSALL/1882.jpg,OBJECTSALL/1889.jpg,OBJECTSALL/1376.jpg,OBJECTSALL/0639.jpg,OBJECTSALL/1291.jpg
flipped,1,5,exemplarA/175.jpg,exemplarB/0175.jpg,hit,exemplarA/175.jpg,OBJECTSALL/1924.jpg,OBJECTSALL/1925.jpg,OBJECTSALL/0637.jpg,OBJECTSALL/1618.jpg,OBJECTSALL/0394.jpg
flipped,1,1,exemplarB/0176.jpg,exemplarA/176.jpg,hit,exemplarB/0176.jpg,OBJECTSALL/1929.jpg,OBJECTSALL/1765.jpg,OBJECTSALL/0672.jpg,OBJECTSALL/0970.jpg,OBJECTSALL/0469.jpg
flipped,1,3,exemplarA/20.jpg,exemplarB/020.jpg,f_n,exemplarA/20.jpg,OBJECTSALL/1636.jpg,OBJECTSALL/1135.jpg,OBJECTSALL/1217.jpg,OBJECTSALL/1876.jpg,OBJECTSALL/1282.jpg
flipped,1,2,exemplarB/0381.jpg,exemplarA/381.jpg,f_n,exemplarB/0381.jpg,OBJECTSALL/0537.jpg,OBJECTSALL/0691.jpg,OBJECTSALL/1830.jpg,OBJECTSALL/0987.jpg,OBJECTSALL/0039.jpg
flipped,1,2,exemplarB/0100.jpg,exemplarA/100.jpg,f_n,exemplarB/0100.jpg,OBJECTSALL/1927.jpg,OBJECTSALL/0494.jpg,OBJECTSALL/1670.jpg,OBJECTSALL/0539.jpg,OBJECTSALL/1827.jpg
flipped,1,2,exemplarB/0300.jpg,exemplarA/300.jpg,f_n,exemplarB/0300.jpg,OBJECTSALL/1448.jpg,OBJECTSALL/0229.jpg,OBJECTSALL/1338.jpg,OBJECTSALL/1562.jpg,OBJECTSALL/1114.jpg
flipped,1,2,exemplarB/0369.jpg,exemplarA/369.jpg,f_n,exemplarB/0369.jpg,OBJECTSALL/1005.jpg,OBJECTSALL/1110.jpg,OBJECTSALL/0563.jpg,OBJECTSALL/0404.jpg,OBJECTSALL/1633.jpg
flipped,0,2,exemplarA/23.jpg,exemplarB/023.jpg,miss,OBJECTSALL/1081.jpg,OBJECTSALL/1163.jpg,OBJECTSALL/1081.jpg,OBJECTSALL/0981.jpg,OBJECTSALL/1829.jpg,OBJECTSALL/0143.jpg
flipped,0,3,exemplarB/0313.jpg,exemplarA/313.jpg,f_a,OBJECTSALL/1698.jpg,OBJECTSALL/0463.jpg,OBJECTSALL/1328.jpg,OBJECTSALL/1698.jpg,OBJECTSALL/0792.jpg,OBJECTSALL/0151.jpg
flipped,1,4,exemplarA/123.jpg,exemplarB/0123.jpg,hit,exemplarA/123.jpg,OBJECTSALL/1399.jpg,OBJECTSALL/0093.jpg,OBJECTSALL/0387.jpg,OBJECTSALL/0330.jpg,OBJECTSALL/0849.jpg
flipped,0,2,exemplarA/14.jpg,exemplarB/014.jpg,miss,OBJECTSALL/1888.jpg,OBJECTSALL/1207.jpg,OBJECTSALL/1888.jpg,OBJECTSALL/1507.jpg,OBJECTSALL/1214.jpg,OBJECTSALL/1354.jpg
flipped,0,4,exemplarB/0217.jpg,exemplarA/217.jpg,miss,OBJECTSALL/0560.jpg,OBJECTSALL/1398.jpg,OBJECTSALL/1069.jpg,OBJECTSALL/1090.jpg,OBJECTSALL/0560.jpg,OBJECTSALL/0435.jpg
flipped,1,4,exemplarA/289.jpg,exemplarB/0289.jpg,f_n,exemplarA/289.jpg,OBJECTSALL/0005.jpg,OBJECTSALL/0781.jpg,OBJECTSALL/0149.jpg,OBJECTSALL/1455.jpg,OBJECTSALL/0162.jpg
flipped,1,4,exemplarA/357.jpg,exemplarB/0357.jpg,hit,exemplarA/357.jpg,OBJECTSALL/1113.jpg,OBJECTSALL/0938.jpg,OBJECTSALL/1091.jpg,OBJECTSALL/0412.jpg,OBJECTSALL/1304.jpg
flipped,1,4,exemplarB/079.jpg,exemplarA/79.jpg,hit,exemplarB/079.jpg,OBJECTSALL/1102.jpg,OBJECTSALL/0774.jpg,OBJECTSALL/0036.jpg,OBJECTSALL/0638.jpg,OBJECTSALL/1681.jpg
flipped,0,1,exemplarB/0119.jpg,exemplarA/119.jpg,miss,OBJECTSALL/0054.jpg,OBJECTSALL/0054.jpg,OBJECTSALL/1728.jpg,OBJECTSALL/1640.jpg,OBJECTSALL/0732.jpg,OBJECTSALL/1732.jpg
flipped,1,2,exemplarB/0140.jpg,exemplarA/140.jpg,hit,exemplarB/0140.jpg,OBJECTSALL/1668.jpg,OBJECTSALL/1176.jpg,OBJECTSALL/0944.jpg,OBJECTSALL/1942.jpg,OBJECTSALL/0784.jpg
flipped,1,5,exemplarB/0229.jpg,exemplarA/229.jpg,f_n,exemplarB/0229.jpg,OBJECTSALL/1173.jpg,OBJECTSALL/1482.jpg,OBJECTSALL/0155.jpg,OBJECTSALL/1894.jpg,OBJECTSALL/1662.jpg
flipped,1,1,exemplarA/8.jpg,exemplarB/08.jpg,f_n,exemplarA/8.jpg,OBJECTSALL/0910.jpg,OBJECTSALL/0140.jpg,OBJECTSALL/0823.jpg,OBJECTSALL/1936.jpg,OBJECTSALL/1318.jpg
flipped,1,1,exemplarA/165.jpg,exemplarB/0165.jpg,hit,exemplarA/165.jpg,OBJECTSALL/0164.jpg,OBJECTSALL/0548.jpg,OBJECTSALL/1430.jpg,OBJECTSALL/1708.jpg,OBJECTSALL/1330.jpg
flipped,1,2,exemplarA/19.jpg,exemplarB/019.jpg,hit,exemplarA/19.jpg,OBJECTSALL/0978.jpg,OBJECTSALL/1740.jpg,OBJECTSALL/1863.jpg,OBJECTSALL/1572.jpg,OBJECTSALL/0900.jpg
flipped,1,5,exemplarB/0107.jpg,exemplarA/107.jpg,hit,exemplarB/0107.jpg,OBJECTSALL/0265.jpg,OBJECTSALL/1043.jpg,OBJECTSALL/1255.jpg,OBJECTSALL/0742.jpg,OBJECTSALL/1584.jpg
flipped,1,2,exemplarA/111.jpg,exemplarB/0111.jpg,hit,exemplarA/111.jpg,OBJECTSALL/1019.jpg,OBJECTSALL/1073.jpg,OBJECTSALL/1602.jpg,OBJECTSALL/1245.jpg,OBJECTSALL/1933.jpg
flipped,1,6,exemplarA/72.jpg,exemplarB/072.jpg,f_n,exemplarA/72.jpg,OBJECTSALL/0646.jpg,OBJECTSALL/1573.jpg,OBJECTSALL/0160.jpg,OBJECTSALL/1158.jpg,OBJECTSALL/0406.jpg
flipped,1,5,exemplarA/340.jpg,exemplarB/0340.jpg,f_n,exemplarA/340.jpg,OBJECTSALL/1715.jpg,OBJECTSALL/0060.jpg,OBJECTSALL/0717.jpg,OBJECTSALL/0259.jpg,OBJECTSALL/0470.jpg
flipped,1,3,exemplarA/345.jpg,exemplarB/0345.jpg,hit,exemplarA/345.jpg,OBJECTSALL/0817.jpg,OBJECTSALL/1067.jpg,OBJECTSALL/0769.jpg,OBJECTSALL/0872.jpg,OBJECTSALL/0139.jpg
flipped,1,5,exemplarB/0243.jpg,exemplarA/243.jpg,hit,exemplarB/0243.jpg,OBJECTSALL/0594.jpg,OBJECTSALL/0465.jpg,OBJECTSALL/0075.jpg,OBJECTSALL/0663.jpg,OBJECTSALL/1658.jpg
flipped,1,4,exemplarA/137.jpg,exemplarB/0137.jpg,hit,exemplarA/137.jpg,OBJECTSALL/0460.jpg,OBJECTSALL/0740.jpg,OBJECTSALL/0272.jpg,OBJECTSALL/1033.jpg,OBJECTSALL/1383.jpg
flipped,1,2,exemplarB/0263.jpg,exemplarA/263.jpg,hit,exemplarB/0263.jpg,OBJECTSALL/0616.jpg,OBJECTSALL/1076.jpg,OBJECTSALL/0994.jpg,OBJECTSALL/0113.jpg,OBJECTSALL/1806.jpg
flipped,1,4,exemplarB/0225.jpg,exemplarA/225.jpg,hit,exemplarB/0225.jpg,OBJECTSALL/1717.jpg,OBJECTSALL/0425.jpg,OBJECTSALL/0315.jpg,OBJECTSALL/0175.jpg,OBJECTSALL/0805.jpg
flipped,1,6,exemplarB/0259.jpg,exemplarA/259.jpg,f_n,exemplarB/0259.jpg,OBJECTSALL/1243.jpg,OBJECTSALL/1242.jpg,OBJECTSALL/1020.jpg,OBJECTSALL/1202.jpg,OBJECTSALL/0171.jpg
flipped,1,2,exemplarA/326.jpg,exemplarB/0326.jpg,hit,exemplarA/326.jpg,OBJECTSALL/1607.jpg,OBJECTSALL/0438.jpg,OBJECTSALL/0711.jpg,OBJECTSALL/0136.jpg,OBJECTSALL/0575.jpg
flipped,0,3,exemplarA/117.jpg,exemplarB/0117.jpg,miss,OBJECTSALL/0044.jpg,OBJECTSALL/1467.jpg,OBJECTSALL/0396.jpg,OBJECTSALL/0044.jpg,OBJECTSALL/1813.jpg,OBJECTSALL/1812.jpg
flipped,1,6,exemplarB/0169.jpg,exemplarA/169.jpg,hit,exemplarB/0169.jpg,OBJECTSALL/1799.jpg,OBJECTSALL/0106.jpg,OBJECTSALL/0756.jpg,OBJECTSALL/0971.jpg,OBJECTSALL/1481.jpg
flipped,1,6,exemplarA/282.jpg,exemplarB/0282.jpg,hit,exemplarA/282.jpg,OBJECTSALL/1254.jpg,OBJECTSALL/1816.jpg,OBJECTSALL/0356.jpg,OBJECTSALL/0659.jpg,OBJECTSALL/0522.jpg
flipped,1,2,exemplarA/93.jpg,exemplarB/093.jpg,hit,exemplarA/93.jpg,OBJECTSALL/0263.jpg,OBJECTSALL/0282.jpg,OBJECTSALL/0466.jpg,OBJECTSALL/0098.jpg,OBJECTSALL/1958.jpg
flipped,1,4,exemplarB/044.jpg,exemplarA/44.jpg,f_n,exemplarB/044.jpg,OBJECTSALL/1907.jpg,OBJECTSALL/0566.jpg,OBJECTSALL/0478.jpg,OBJECTSALL/1447.jpg,OBJECTSALL/1543.jpg
flipped,1,3,exemplarA/204.jpg,exemplarB/0204.jpg,hit,exemplarA/204.jpg,OBJECTSALL/0919.jpg,OBJECTSALL/1934.jpg,OBJECTSALL/0193.jpg,OBJECTSALL/0213.jpg,OBJECTSALL/0375.jpg
flipped,1,3,exemplarA/139.jpg,exemplarB/0139.jpg,hit,exemplarA/139.jpg,OBJECTSALL/0819.jpg,OBJECTSALL/1326.jpg,OBJECTSALL/0207.jpg,OBJECTSALL/1344.jpg,OBJECTSALL/0803.jpg
flipped,1,4,exemplarA/136.jpg,exemplarB/0136.jpg,f_n,exemplarA/136.jpg,OBJECTSALL/1935.jpg,OBJECTSALL/0561.jpg,OBJECTSALL/0630.jpg,OBJECTSALL/0088.jpg,OBJECTSALL/0948.jpg
flipped,0,3,exemplarA/128.jpg,exemplarB/0128.jpg,miss,OBJECTSALL/1946.jpg,OBJECTSALL/1149.jpg,OBJECTSALL/1060.jpg,OBJECTSALL/1946.jpg,OBJECTSALL/1165.jpg,OBJECTSALL/0796.jpg
flipped,1,2,exemplarA/380.jpg,exemplarB/0380.jpg,f_n,exemplarA/380.jpg,OBJECTSALL/0156.jpg,OBJECTSALL/1956.jpg,OBJECTSALL/1065.jpg,OBJECTSALL/0474.jpg,OBJECTSALL/0484.jpg
