trial_type,correct,raw_response,test_image,bait_image,response_image,filler1,filler2,filler3,filler4,filler5
studied,1,4,exemplarB/075.jpg,exemplarA/75.jpg,exemplarB/075.jpg,OBJECTSALL/1906.jpg,OBJECTSALL/1105.jpg,OBJECTSALL/0639.jpg,OBJECTSALL/0071.jpg,OBJECTSALL/0367.jpg
studied,0,3,exemplarB/076.jpg,exemplarA/76.jpg,OBJECTSALL/1812.jpg,OBJECTSALL/0480.jpg,OBJECTSALL/1937.jpg,OBJECTSALL/1812.jpg,OBJECTSALL/0494.jpg,OBJECTSALL/1076.jpg
studied,0,5,exemplarB/0202.jpg,exemplarA/202.jpg,OBJECTSALL/0651.jpg,OBJECTSALL/1552.jpg,OBJECTSALL/1390.jpg,OBJECTSALL/0726.jpg,OBJECTSALL/0390.jpg,OBJECTSALL/0651.jpg
studied,1,6,exemplarA/313.jpg,exemplarB/0313.jpg,exemplarA/313.jpg,OBJECTSALL/0434.jpg,OBJECTSALL/0563.jpg,OBJECTSALL/0820.jpg,OBJECTSALL/1911.jpg,OBJECTSALL/1895.jpg
studied,0,4,exemplarA/369.jpg,exemplarB/0369.jpg,OBJECTSALL/0500.jpg,OBJECTSALL/1733.jpg,OBJECTSALL/1481.jpg,OBJECTSALL/0833.jpg,OBJECTSALL/0500.jpg,OBJECTSALL/1663.jpg
studied,0,6,exemplarB/023.jpg,exemplarA/23.jpg,OBJECTSALL/1475.jpg,OBJECTSALL/0234.jpg,OBJECTSALL/1222.jpg,OBJECTSALL/1658.jpg,OBJECTSALL/1060.jpg,OBJECTSALL/0913.jpg
studied,1,6,exemplarA/297.jpg,exemplarB/0297.jpg,exemplarA/297.jpg,OBJECTSALL/0416.jpg,OBJECTSALL/0208.jpg,OBJECTSALL/0237.jpg,OBJECTSALL/1616.jpg,OBJECTSALL/1637.jpg
studied,0,4,exemplarA/33.jpg,exemplarB/033.jpg,OBJECTSALL/0631.jpg,OBJECTSALL/0921.jpg,OBJECTSALL/1104.jpg,OBJECTSALL/1450.jpg,OBJECTSALL/0631.jpg,OBJECTSALL/0909.jpg
studied,1,6,exemplarB/043.jpg,exemplarA/43.jpg,exemplarB/043.jpg,OBJECTSALL/0112.jpg,OBJECTSALL/1456.jpg,OBJECTSALL/1521.jpg,OBJECTSALL/1962.jpg,OBJECTSALL/1029.jpg
studied,1,3,exemplarB/0342.jpg,exemplarA/342.jpg,exemplarB/0342.jpg,OBJECTSALL/0194.jpg,OBJECTSALL/1149.jpg,OBJECTSALL/0626.jpg,OBJECTSALL/1859.jpg,OBJECTSALL/1055.jpg
studied,0,5,exemplarB/0377.jpg,exemplarA/377.jpg,OBJECTSALL/1256.jpg,OBJECTSALL/1031.jpg,OBJECTSALL/1567.jpg,OBJECTSALL/0902.jpg,OBJECTSALL/1395.jpg,OBJECTSALL/1256.jpg
