trial_type,correct,raw_response,test_image,bait_image,response_image,filler1,filler2,filler3,filler4,filler5
studied,0,1,exemplarB/0309.jpg,exemplarA/309.jpg,OBJECTSALL/1367.jpg,OBJECTSALL/1367.jpg,OBJECTSALL/0598.jpg,OBJECTSALL/0647.jpg,OBJECTSALL/0763.jpg,OBJECTSALL/0563.jpg
studied,1,1,exemplarA/206.jpg,exemplarB/0206.jpg,exemplarA/206.jpg,OBJECTSALL/1234.jpg,OBJECTSALL/0028.jpg,OBJECTSALL/0777.jpg,OBJECTSALL/1116.jpg,OBJECTSALL/1789.jpg
studied,0,3,exemplarA/106.jpg,exemplarB/0106.jpg,OBJECTSALL/1187.jpg,OBJECTSALL/0049.jpg,OBJECTSALL/1428.jpg,OBJECTSALL/1187.jpg,OBJECTSALL/0238.jpg,OBJECTSALL/0413.jpg
studied,1,2,exemplarB/0162.jpg,exemplarA/162.jpg,exemplarB/0162.jpg,OBJECTSALL/1378.jpg,OBJECTSALL/0607.jpg,OBJECTSALL/1233.jpg,OBJECTSALL/0971.jpg,OBJECTSALL/0698.jpg
studied,1,5,exemplarB/0328.jpg,exemplarA/328.jpg,exemplarB/0328.jpg,OBJECTSALL/0539.jpg,OBJECTSALL/0552.jpg,OBJECTSALL/0086.jpg,OBJECTSALL/0687.jpg,OBJECTSALL/1785.jpg
studied,0,6,exemplarA/303.jpg,exemplarB/0303.jpg,OBJECTSALL/1208.jpg,OBJECTSALL/0709.jpg,OBJECTSALL/1857.jpg,OBJECTSALL/1774.jpg,OBJECTSALL/0708.jpg,OBJECTSALL/0656.jpg
studied,0,3,exemplarB/0378.jpg,exemplarA/378.jpg,OBJECTSALL/0285.jpg,OBJECTSALL/0685.jpg,OBJECTSALL/1083.jpg,OBJECTSALL/0285.jpg,OBJECTSALL/1067.jpg,OBJECTSALL/0106.jpg
studied,0,5,exemplarB/0205.jpg,exemplarA/205.jpg,OBJECTSALL/1236.jpg,OBJECTSALL/1610.jpg,OBJECTSALL/1735.jpg,OBJECTSALL/0682.jpg,OBJECTSALL/0862.jpg,OBJECTSALL/1236.jpg
studied,0,4,exemplarA/79.jpg,exemplarB/079.jpg,OBJECTSALL/0627.jpg,OBJECTSALL/0813.jpg,OBJECTSALL/0019.jpg,OBJECTSALL/1123.jpg,OBJECTSALL/0627.jpg,OBJECTSALL/0603.jpg
studied,1,2,exemplarA/262.jpg,exemplarB/0262.jpg,exemplarA/262.jpg,OBJECTSALL/1247.jpg,OBJECTSALL/0762.jpg,OBJECTSALL/0178.jpg,OBJECTSALL/0333.jpg,OBJECTSALL/0059.jpg
